"Fundo";"Imagem";"PDF";"Autor";"Titulo";"Titulos atríbuidos";"Notas de edição";"Idioma";"Edição / Descrição geral";"Categoria";"Subcategoria";"Legendas";"Descrição Material";"Dimensões";"Bibliografia";"Publicações";"Exposições";"Itens relacionados";"Bloco de notas";"Cota";"Local de conservação";"Estado de conservação";"Proprietário";"Historial";"Datas relacionadas";"Notas à data";"Dedicatário";"Destinatário";"Data";"Locais";"Palavras chave";"Nomes relacionados";"Data inventario";"Inventariante"
"Almada Negreiros e Sarah Affonso";"1599";"/images/NAeSA/MB_AN_143.jpg";"";"Negreiros, José de Almada";"Estudo para a decoração da fachada da Faculdade de Letras";"Estudo para a decoração da fachada da Faculdade de Letras";"";"";"Estudo para as gravuras da Cidade Universitária - Faculdade de Letras da Universidade de Lisboa:  Correspondência de Fradique Mendes  (Eça de Queirós). (Projecto do arquitecto Pardal Monteiro).";"Arte";"Desenho";"";"Estudo a lápis e esferográfica preta e vermelha sobre papel ";"29,7 x 30 cm ";"A.M. Pascoal,  A Cidade do Saber. Estudo do Património Artístico Integrado nos Edifícios Projectados pelo Arquitecto Porfírio Pardal Monteiro para a Cidade Universitária de Lisboa (1934-1961), Dissertação de Mestrado em Arte, Património e Teoria do Resta";"";"";"";"Crédito fotográfico e pré-inventário Nicole de Oliveira Marques.     ";"MB_AN_143";"Informação Protegida";"   ";"Colecção Particular";"";"";"Data atribuída de acordo com o período dos trabalhos de decoração para a Cidade Universitária.";"";"";"1957-1961";"Lisboa";"Arte";"Negreiros, José de Almada  Monteiro, Pardal";"";"Gonçalo Rodrigues"
"Almada Negreiros e Sarah Affonso";"1694";"/images/NAeSA/IMG_160.jpg";"";"Negreiros, José de Almada";"Estudo para a decoração da fachada da Faculdade de Letras ";"Estudo para a decoração da fachada da Faculdade de Letras";"";"";"Alberto Caeiro - Estudo  para a decoração da fachada da Faculdade de Letras da Universidade de Lisboa.";"Arte";"Desenho";"";"Grafite e tinta-da-china sobre papel vegetal.";"27 cm x 16 cm";"";"";"";"";"";"DEP-AN160";"Informação Protegida";"Bom.";"Colecção Particular";"";"1959 1960 1961";"Data atribuída.";"";"";"1959-1961";"";"Fachadas da Universidade de Lisboa Arte";"";"";"Gonçalo Rodrigues"
"Almada Negreiros e Sarah Affonso";"1695";"/images/NAeSA/IMG_161.jpg";"";"Negreiros, José de Almada";"Estudo para a decoração da fachada da Faculdade de Letras";"Estudo para a decoração da fachada da Faculdade de Letras";"";"";"Ricardo Reis - Estudo para a decoração da fachada da Faculdade de Letras da Universidade de Lisboa.";"Arte";"Desenho";"";"Grafite e tinta-da-china sobre papel vegetal.";"27 cm x 16 cm";"";"";"";"";"";"DEP-AN161";"Informação Protegida";"Bom.";"Colecção Particular";"";"1959 1960 1961";"Data atribuída.";"";"";"1959-1961";"";"Fachadas da Universidade de Lisboa Arte";"";"";"Gonçalo Rodrigues"
"Almada Negreiros e Sarah Affonso";"1696";"/images/NAeSA/IMG_162.jpg";"";"Negreiros, José de Almada";"Estudo para a decoração da fachada da Faculdade de Letras";"Estudo para a decoração da fachada da Faculdade de Letras";"";"";"Álvaro de Campos - Estudo para a decoração da fachada da Faculdade de Letras da Universidade de Lisboa.";"Arte";"Desenho";"";"Grafite e tinta-da-china sobre papel vegetal.";"27 cm x 16 cm";"";"";"";"";"";"DEP-AN162";"Informação Protegida";"Bom.";"Colecção Particular";"";"1959 1960 1961";"Data atribuída.";"";"";"957-1961";"Lisboa";"";"";"";"Gonçalo Rodrigues"
"Almada Negreiros e Sarah Affonso";"2801";"/images/NAeSA/ANSA-A-2171.jpg";"";"Negreiros, José de Almada";"Estudo para a decoração da fachada da Faculdade de Letras";"Estudo para a decoração da fachada da Faculdade de Letras";"";"";"Estudo para a decoração da fachada da Faculdade de Letras da Universidade de Lisboa: evocação a Eça de Queirós. ";"Arte";"Desenho";"";"Lápis sobre papel vegetal colado sobre papel.";"26,7 x 20,9 cm";"";"";"";"";"";"ANSA-A-217";"Informação protegida";"Bom. Apresenta vincos no papel.";"Colecção particular";"";"";"Data atribuída de acordo com o período dos trabalhos de decoração para a Cidade Universitária.";"";"";"197-1961";"Lisboa";"";"";"2020-02-10";"Sílvia Laureano Costa"
"Almada Negreiros e Sarah Affonso";"3718";"/images/NAeSA/MB_AN_134.jpg";"";"Negreiros, José de Almada";"Estudo para a decoração da fachada da Faculdade de Letras";"Estudo para a decoração da fachada da Faculdade de Letras";"";"";"Estudo para as gravuras da Cidade Universitária - Faculdade de Letras da Universidade de Lisboa. (Projecto do arquitecto Pardal Monteiro)";"Arte";"Desenho";"";"Estudo a lápis sobre papel vegetal.";"30 x 30 cm ";"A.M. Pascoal,  A Cidade do Saber. Estudo do Património Artístico Integrado nos Edifícios Projectados pelo Arquitecto Porfírio Pardal Monteiro para a Cidade Universitária de Lisboa (1934-1961), Dissertação de Mestrado em Arte, Património e Teoria do Resta";"";"";"";"Crédito fotográfico e pré-inventário Nicole de Oliveira Marques.     ";"MB_AN_134";"Informação Protegida";"   ";"Colecção Particular";"";"";"Data atribuída de acordo com o período dos trabalhos de decoração para a Cidade Universitária.";"";"";"1957-1961";"Lisboa";"Arte";"Negreiros, José de Almada  Monteiro, Pardal";"";"Gonçalo Rodrigues"
"Almada Negreiros e Sarah Affonso";"1605";"/images/NAeSA/MB_AN_150.jpg";"";"Negreiros, José de Almada";"Estudo para a decoração da fachada da Faculdade de Direito da Universidade de Lisboa";"Estudo para a decoração da fachada da Faculdade de Direito da Universidade de Lisboa";"";"";"Estudo para as gravuras da Cidade Universitária - Faculdade de Direito da Universidade de Lisboa. (Projecto do arquitecto Pardal Monteiro)";"Arte";"Desenho";"";"Estudo a lápis, caneta de feltro preta, esferográfica vermelha e verde sobre papel.";"58 cm x 43,5 cm sem moldura.";"A.M. Pascoal,  A Cidade do Saber. Estudo do Património Artístico Integrado nos Edifícios Projectados pelo Arquitecto Porfírio Pardal Monteiro para a Cidade Universitária de Lisboa (1934-1961) , Dissertação de Mestrado em Arte, Património e Teoria do Resta";"";"";"";"Crédito fotográfico e pré-inventário Nicole de Oliveira Marques.     ";"MB_AN_150";"Informação Protegida";"   ";"Colecção Particular";"";"1957";"";"";"";"1957";"Lisboa";"Arte";"Negreiros, José de Almada  Monteiro, Pardal";"";"Gonçalo Rodrigues"
"Almada Negreiros e Sarah Affonso";"1600";"/images/NAeSA/MB_AN_145.jpg";"";"Negreiros, José de Almada";"Estudo para a decoração da fachada da Faculdade de Direito";"Estudo para a decoração da fachada da Faculdade de Direito";"";"";"Estudo para as gravuras da Cidade Universitária - Faculdade de Direito da Universidade de Lisboa: Código de Hammurabi. (Projecto do arquitecto Pardal Monteiro).";"Arte";"Desenho";"";"Estudo a lápis sobre papel.";"26,5 x 49 cm ";"A.M. Pascoal,  A Cidade do Saber. Estudo do Património Artístico Integrado nos Edifícios Projectados pelo Arquitecto Porfírio Pardal Monteiro para a Cidade Universitária de Lisboa (1934-1961), Dissertação de Mestrado em Arte, Património e Teoria do Resta";"";"";"";"Crédito fotográfico e pré-inventário Nicole de Oliveira Marques.     ";"MB_AN_145";"Informação Protegida";"   ";"Colecção Particular";"";"";"Data atribuída de acordo com o período dos trabalhos de decoração para a Cidade Universitária.";"";"";"1957-1961";"Lisboa";"Arte";"Negreiros, José de Almada  Monteiro, Pardal";"";"Gonçalo Rodrigues"
"Almada Negreiros e Sarah Affonso";"1601";"/images/NAeSA/MB_AN_146.jpg";"";"Negreiros, José de Almada";"Estudo para a decoração da fachada da Faculdade de Direito";"Estudo para a decoração da fachada da Faculdade de Direito";"";"";"Estudo para as gravuras da Cidade Universitária - Faculdade de Direito da Universidade de Lisboa: Heráclito de Éfeso, em baixo, e Pitágoras, em cima. (Projecto do arquitecto Pardal Monteiro).";"Arte";"Desenho";"";"Estudo a lápis sobre papel vegetal.";"74,2 x 50 cm ";"A.M. Pascoal,  A Cidade do Saber. Estudo do Património Artístico Integrado nos Edifícios Projectados pelo Arquitecto Porfírio Pardal Monteiro para a Cidade Universitária de Lisboa (1934-1961), Dissertação de Mestrado em Arte, Património e Teoria do Resta";"";"";"";"Crédito fotográfico e pré-inventário Nicole de Oliveira Marques.     ";"MB_AN_146";"Informação Protegida";"   ";"Colecção Particular";"";"";"Data atribuída de acordo com o período dos trabalhos de decoração para a Cidade Universitária.";"";"";"1957-1961";"Lisboa";"Arte";"Negreiros, José de Almada  Monteiro, Pardal";"";"Gonçalo Rodrigues"
"Almada Negreiros e Sarah Affonso";"1602";"/images/NAeSA/MB_AN_147.jpg";"";"Negreiros, José de Almada";"Estudo para a decoração da fachada da Faculdade de Direito";"Estudo para a decoração da fachada da Faculdade de Direito";"";"";"Estudo para as gravuras da Cidade Universitária - Faculdade de Direito da Universidade de Lisboa: Pitágoras. (Projecto do arquitecto Pardal Monteiro).";"Arte";"Desenho";"";"Estudo a lápis esferográfica azul, verde, vermelha e caneta de feltro preta sobre papel.";"43 x 58,5 cm ";"A.M. Pascoal,  A Cidade do Saber. Estudo do Património Artístico Integrado nos Edifícios Projectados pelo Arquitecto Porfírio Pardal Monteiro para a Cidade Universitária de Lisboa (1934-1961), Dissertação de Mestrado em Arte, Património e Teoria do Resta";"";"";"";"Crédito fotográfico e pré-inventário Nicole de Oliveira Marques.     ";"MB_AN_147";"Informação Protegida";"   ";"Colecção Particular";"";"";"Data atribuída de acordo com o período dos trabalhos de decoração para a Cidade Universitária.";"";"";"1957-1961";"Lisboa";"Arte";"Negreiros, José de Almada  Monteiro, Pardal";"";"Gonçalo Rodrigues"
"Almada Negreiros e Sarah Affonso";"1603";"/images/NAeSA/MB_AN_148.jpg";"";"Negreiros, José de Almada";"Estudo para a decoração da fachada da Faculdade de Direito";"Estudo para a decoração da fachada da Faculdade de Direito";"";"";"Estudo para as gravuras da Cidade Universitária - Faculdade de Direito da Universidade de Lisboa: Heráclito de Éfeso. (Projecto do arquitecto Pardal Monteiro).";"Arte";"Desenho";"";"Estudo a lápis, esferográfica azul e vermelha sobre papel.";"43 x 58,5 cm ";"A.M. Pascoal,  A Cidade do Saber. Estudo do Património Artístico Integrado nos Edifícios Projectados pelo Arquitecto Porfírio Pardal Monteiro para a Cidade Universitária de Lisboa (1934-1961), Dissertação de Mestrado em Arte, Património e Teoria do Resta";"";"";"";"Crédito fotográfico e pré-inventário Nicole de Oliveira Marques.     ";"MB_AN_148";"Informação Protegida";"   ";"Colecção Particular";"";"";"Data atribuída de acordo com o período dos trabalhos de decoração para a Cidade Universitária.";"";"";"1957-1961";"Lisboa";"Arte";"Negreiros, José de Almada  Monteiro, Pardal";"";"Gonçalo Rodrigues"
"Almada Negreiros e Sarah Affonso";"1604";"/images/NAeSA/MB_AN_149.jpg";"";"Negreiros, José de Almada";"Estudo para a decoração da fachada da Faculdade de Direito";"Estudo para a decoração da fachada da Faculdade de Direito";"";"";"Estudo para as gravuras da Cidade Universitária - Faculdade de Direito da Universidade de Lisboa. (Projecto do arquitecto Pardal Monteiro)";"Arte";"Desenho";"";"Estudo a lápis, caneta de feltro preta e esferográfica vermelha sobre papel.";"62 x 45 cm .";"A.M. Pascoal,  A Cidade do Saber. Estudo do Património Artístico Integrado nos Edifícios Projectados pelo Arquitecto Porfírio Pardal Monteiro para a Cidade Universitária de Lisboa (1934-1961), Dissertação de Mestrado em Arte, Património e Teoria do Resta";"";"";"";"Crédito fotográfico e pré-inventário Nicole de Oliveira Marques.     ";"MB_AN_149";"Informação Protegida";"   ";"Colecção Particular";"";"";"Data atribuída de acordo com o período dos trabalhos de decoração para a Cidade Universitária.";"";"";"1957-1961";"Lisboa";"Arte";"Negreiros, José de Almada  Monteiro, Pardal";"";"Gonçalo Rodrigues"
"Almada Negreiros e Sarah Affonso";"1203";"/images/NAeSA/MB_AN_27.jpg";"";"Negreiros, José de Almada";"Estudo para 'O Ponto de Bauhutte'";"Estudo para 'O Ponto de Bauhutte'";"";"";"Estudo para 'O Ponto de Bauhutte'";"Arte";"Pintura";"";"Pintura a óleo e lápis sobre tela.";"50cm x 50cm x 1,5cm, sem moldura.";"";"";"";"";"Crédito fotográfico e pré-inventário Nicole de Oliveira Marques";"MB_AN_27";"Informação Protegida";"Regular.";"Colecção Particular";"";"1957";"";"";"";"1957";"";"Pintura";"";"";"Gonçalo Rodrigues"
"Almada Negreiros e Sarah Affonso";"1832";"/images/NAeSA/ansa-f-975-01_thumbnail.jpg";"";"Negreiros, José de Almada";"Estudo para 'Começar'";"Estudo para 'Começar'";"";"Português Francês";"Estudo intermédio para o painel 'Começar'";"Arte Geometria";"Começar";" ";"Reprodução fotográfica de fase intermédia do estudo ANSA-A-649 para painel 'Começar'.";"25cm x 109cm";"";"";"";"ANSA-A-649, ANSA-F-848, ANSA-F-974.";"Foto idêntica a ANSA-F-848. É preciso tirar uma boa foto deste item para a base de dados. Tem dois pedaços de fita-cola.";"ANSA-F-975";"Informação Protegida";"Bom";"Colecção Particular";"";"Sem data";"Próximo a 1969.";"";"";"Sem data";"";"";"Alain";"";"Simão Palmeirim Pedro Freitas"
"Almada Negreiros e Sarah Affonso";"1833";"/images/NAeSA/ansa-a-649-01_thumbnail.jpg";"";"Negreiros, José de Almada";"Estudo para 'Começar'";"Estudo para 'Começar'";"";"Português Francês";"Estudo intermédio para o painel 'Começar'";"Arte Geometria";"Começar";"No verso: 'Começar / Fundação Calouste Gulbenkian'";"Desenho a lápis, esferográfica preta, caneta de tinta preta e tinta de água amarela sobre conjunto de 5 folhas quadriculadas justapostas com fita-cola original.";"44,5cm x 212cm";"";"";"";"ANSA-A-650 e ANSA-A-651";"é preciso tirar uma boa foto deste item para a base de dados.";"ANSA-A-649";"Informação Protegida";"Mau";"Colecção Particular";"";"1868";"";"";"";"1968";"";"";"Alain";"";"Simão Palmeirim Pedro Freitas"
"Almada Negreiros e Sarah Affonso";"1834";"/images/NAeSA/ansa-f-973-02_thumbnail.jpg";"";"Negreiros, José de Almada";"Estudo para 'Começar'";"Estudo para 'Começar'";"";"Português Francês";"Estudo intermédio para o painel 'Começar'";"Arte Geometria";"Começar";"";"Reprodução fotográfica em negativo de fase intermédia do estudo ANSA-A-649 para painel 'Começar'.";"48cm x 210cm";"";"";"";"ANSA-A-649, ANSA-F-974 ";"é preciso tirar uma boa foto deste item para a base de dados.";"ANSA-F-973";"Informação Protegida";"Bom";"Colecção Particular";"";"Sem data";"";"";"";"Sem data";"";"";"Alain";"";"Simão Palmeirim Pedro Freitas"
"Almada Negreiros e Sarah Affonso";"1835";"/images/NAeSA/ansa-f-974-01_thumbnail.jpg";"";"Negreiros, José de Almada";"Estudo para 'Começar'";"Estudo para 'Começar'";"";"Português Francês";"Estudo intermédio para o painel 'Começar'";"Arte Geometria";"Começar";"No verso, a lápis vermelho: 'Começar / Fundação Calouste Gulbenkian'";"Reprodução fotográfica de fase intermédia do estudo ANSA-A-649 para painel 'Começar'.";"48cm x 210cm";"";"";"";"ANSA-A-649, ANSA-F-973";"é preciso tirar uma boa foto deste item para a base de dados.";"ANSA-F-974";"Informação Protegida";"Bom";"Colecção Particular";"";"Sem data";"Próximo a 1969.";"";"";"Sem data";"";"";"Alain";"";"Simão Palmeirim Pedro Freitas"
"Almada Negreiros e Sarah Affonso";"1836";"/images/NAeSA/ansa-f-848-01_thumbnail.jpg";"";"Negreiros, José de Almada";"Estudo para 'Começar'";"Estudo para 'Começar'";"";"Português Francês";"Estudo intermédio para o painel 'Começar'";"Arte Geometria";"Começar";" ";"Reprodução fotográfica de fase intermédia do estudo ANSA-A-649 para painel 'Começar'.";"25cm x 109cm";"";"";"";"ANSA-A-649, ANSA-F-974, ANSA-F-975.";"Foto idêntica a ANSA-F-975. É preciso tirar uma boa foto deste item para a base de dados.";"ANSA-F-848";"Informação Protegida";"Bom";"Colecção Particular";"";"Sem data";"Próximo a 1969.";"";"";"Sem data";"";"";"Alain";"";"Simão Palmeirim Pedro Freitas"
"Almada Negreiros e Sarah Affonso";"2938";"/images/NAeSA/ANSA-A-1153_conv.jpg";"";"Almada Negreiros";"Estudo geométrico sobre Ecce Homo";"Estudo geométrico sobre Ecce Homo";"";"";"Estudo geométrico sobre a obra Ecce Homo";"Arte / Geometria";"";"";"Caneta de tinta verde, vermelha e amarela sobre papel vegetal.";"65 x 50 cm";"";"";"";"ANSA-A-1153 a ANSA-A-1160";"";"ANSA-A-1153";"";"";"";"";"";"";"";"";"";"";"";"";"2020-03-06";"Simão Palmeirim"
"Almada Negreiros e Sarah Affonso";"2576";"/images/NAeSA/ANSA-A-1082_conv.jpg";"";"Almada Negreiros";"Estudo geométrico sobre a sigla";"Estudo geométrico sobre a sigla patente na pintura atribuída a Nuno Gonçalves";"As cerca de cem folhas, do mesmo papel e dimensões (ANSA-A-1041 a ANSA-A-1142) têm todas uma quadrícula a lápis, feita à mão, que lhes confere coerência formal. Isto não quer dizer que sejam uma só obra, completa; parecem ser várias sequências distintas de experimentação geométrica, com algum texto.";"";"Página de uma espécie de caderno de folhas de grandes dimensões, que começa com texto e se desenvolve de seguida em desenhos geométricos. Estudo geométrico dedicado à sigla patente na pintura atribuída a Nuno Gonçalves";"Arte / Geometria";"";"";"Lápis e esferográfica preta, verde e vermelha sobre papel";"61 x 43 cm";"";"";"";"ANSA-A-1041 a ANSA-A-1142";"";"ANSA-A-1082";"";"";"";"";"";"Conjunto provavelmente realizado na década de cinquenta tendo em conta os conteúdos geométricos.";"";"";"1950-1960";"";"";"";"2019-11-18";"Simão Palmeirim"
