Fundo,Imagem,PDF,Autor,Titulo,Titulos atríbuidos,Notas de edição,Idioma,Edição / Descrição geral,Categoria,Subcategoria,Legendas,Descrição Material,Dimensões,Itens relacionados,Cota,Data,Locais,Palavras chave,Identificador
Almada Negreiros e Sarah Affonso,https://modernismo.pt//images/NAeSA/ANSA-C-299.JPG,,"Negreiros, José de Almada",sem título,,,Português,"Estudo geométrico para reconstituição retabular imaginada por Almada, semelhante à publicada em “A Chave Diz”.",Arte / Geometria,,,Materiais riscadores vários sobre papel quadriculado.,"44,5 x 34 cm (dobrada ao meio)",,ANSA-C-299,c. 1950,,,https://modernismo.pt/index.php/arquivo-almada-negreiros/details/33/5334
Almada Negreiros e Sarah Affonso,https://modernismo.pt//images/NAeSA/ANSA-C-300.JPG,,"Negreiros, José de Almada",sem título,,,Português,"Duas folhas com anotações relacionáveis com inscrições do painel Começar (FCG): divisão da circunferência em partes iguais, relação entre média e extrema razão, ângulos e graus.",Geometria,,,Materiais riscadores vários sobre papel liso.,"29,5 x 21 cm",,ANSA-C-300,c. 1968,,,https://modernismo.pt/index.php/arquivo-almada-negreiros/details/33/5335
Almada Negreiros e Sarah Affonso,https://modernismo.pt//images/NAeSA/ANSA-C-301.JPG,,"Negreiros, José de Almada",sem título,,,Português,"Conjunto de folhas dedicadas a estudos geométricos sobre a relação 9/10, as proporções da pintura Ecce Homo,média e extrema razão, o “ângulo idial”.",Geometria,,,Doze folhas de papel quadriculado inscritas a grafite e esferográfica preta.,"32,5 x 22,5 cm (dobradas ao meio)",ANSA-C-302,ANSA-C-301,c. 1960,,,https://modernismo.pt/index.php/arquivo-almada-negreiros/details/33/5336
Almada Negreiros e Sarah Affonso,https://modernismo.pt//images/NAeSA/ANSA-C-302.JPG,,"Negreiros, José de Almada",sem título,,,Português,"Conjunto de folhas (relativamente heterogéneo) com estudos geométricos dedicados à divisão da circunferência em partes iguais, as proporções de Ecce Homo, uma cronologia visual dos estudos de Almada sobre o retábulo imaginado para a o Mosteiro da Batalha (que inclui referência às publicações de 1960 no Diário de Notícias), entre outros.",Arte / Geometria,,,Dez folhas de papel quadriculado inscritas a materiais riscadores vários,"32,5 x 22,5 cm (dobradas ao meio)",ANSA-C-301,ANSA-C-302,c. 1960,,,https://modernismo.pt/index.php/arquivo-almada-negreiros/details/33/5337
Almada Negreiros e Sarah Affonso,https://modernismo.pt//images/NAeSA/ANSA-C-303.JPG,,"Negreiros, José de Almada",sem título,,,Português,Estudos a propósito de igualdades representadas no painel Começar.Faz referência a: “analogia metade ~ dobro”.,Arte / Geometria,,,Duas folhas de papel quadriculado inscritas a grafite e esferográfica preta.,"32 x 21,5 cm (dobradas ao meio)",,ANSA-C-303,c. 1968,,,https://modernismo.pt/index.php/arquivo-almada-negreiros/details/33/5338
Almada Negreiros e Sarah Affonso,https://modernismo.pt//images/NAeSA/Ansa-C-159-005.jpg,,"Negreiros, José de Almada",Sem título,,,,Caderno com pouco conteúdo: estudos geométricos da divisão da circunferência em partes iguais e relação 9/10 na sua maioria rasurados ou abandonados a meio.,Geometria,,,"Caderno de argolas com folhas quadriculadas, inscritas com materiais riscadores vários.","22 x 17,5 cm",,ANSA-C-159,Sem data,,,https://modernismo.pt/index.php/arquivo-almada-negreiros/details/33/5357
Almada Negreiros e Sarah Affonso,https://modernismo.pt//images/NAeSA/ANSA-C-337.JPG,,"Negreiros, José de Almada",Sem título,,,Português,Folha isolada dedicada a igualdades entre a divisão da circunferência em partes iguais e determinados graus (por exemplo 1 grau = divisão da circunferência em 360 partes). ,Geometria,,,Grafite sobre papel liso,23 x 21 cm,,ANSA-C-337,Sem data,,,https://modernismo.pt/index.php/arquivo-almada-negreiros/details/33/5376
Almada Negreiros e Sarah Affonso,https://modernismo.pt//images/NAeSA/ANSA-C-338.JPG,,"Negreiros, José de Almada",Sem título,,,Português,"Envelope do SNI com inscrições  dobrado ao meio com duas folhas no interior. A primeira folha cita a quadra de Bauhutte, o provérbio “pintar o sete” a “figura superflua exerrore”; a segunda folha tem texto dedicado ao triângulo 3-4-5 e a Pitágoras.",Geometria,,,Envelope do SNI inscrito a caneta de tinta preta; folha de papel liso inscrita a caneta de feltro azul e folha de papel quadriculado inscrita a esferográfica preta (dimensões variáveis),"16,5 x 24,5 (envelope dobrado ao meio)",,ANSA-C-338,Sem data,,,https://modernismo.pt/index.php/arquivo-almada-negreiros/details/33/5377
Almada Negreiros e Sarah Affonso,https://modernismo.pt//images/NAeSA/ANSA-C-343.JPG,,"Negreiros, José de Almada",Sem título,,,Português,"Caderno com uma só página inscrita, ligando a construção da figura superflua exerrore de Leonardo da Vinci ao ângulo de ouro. O desenho é muito esclarecedor da construção provavelmente aplicada no painel Começar.",Geometria,,,Caderno de argolas de folhas quadriculadas inscrito a grafite e caneta de tinta preta.,"22 x 16,5 cm",,ANSA-C-343,Sem data,,,https://modernismo.pt/index.php/arquivo-almada-negreiros/details/33/5382
Almada Negreiros e Sarah Affonso,https://modernismo.pt//images/NAeSA/ANSA-C-344.JPG,,"Negreiros, José de Almada",Sem título,,,Português,"Caderno com vários estudos geométricos, maioritariamente dedicados à obra Ecce Homo, mas também a alguns elementos do painel Começar.",Geometria,,,Caderno de argolas de folhas quadriculadas com 22 páginas inscritas a materiais riscadores vários.,"22 x 16,5 cm",,ANSA-C-344,Sem data,,,https://modernismo.pt/index.php/arquivo-almada-negreiros/details/33/5383
Almada Negreiros e Sarah Affonso,https://modernismo.pt//images/NAeSA/ANSA-C-346.JPG,,"Negreiros, José de Almada",Sem título,,,Português,Caderno com dois desenhos que relacionam a construção da figura superflua exerrore de Leonardo da Vinci com o ângulo de ouro. São esclarecedores da construção provavelmente aplicada no painel Começar.,Geometria,,,Caderno de argolas de folhas quadriculadas com 2 páginas inscritas a materiais riscadores vários.,"22 x 16,5 cm",,ANSA-C-346,Sem data,,,https://modernismo.pt/index.php/arquivo-almada-negreiros/details/33/5385
Almada Negreiros e Sarah Affonso,https://modernismo.pt//images/NAeSA/ANSA-C-354.JPG,,"Negreiros, José de Almada",Sem título,,"Almada encenou “Autor da Alma” e criou os figurinos e cenários. A estreia desta peça aconteceu a 25 de Novembro de 1965, no Teatro S. Carlos, em Lisboa, pela Companhia Rey Colaço Robles Monteiro.",Português,Caderno com esboços de figurinos para a peça “Auto da Alma” de Gil Vicente e algumas anotações geométricas associáveis ao painel Começar. ,Arte,,,Caderno pautado inscrito com materiais riscadores vários.,21 x 15 cm,MB_AN_86ANSA-A-118,ANSA-C-354,c.1965,,,https://modernismo.pt/index.php/arquivo-almada-negreiros/details/33/5393
Almada Negreiros e Sarah Affonso,https://modernismo.pt//images/NAeSA/ANSA-C-320.JPG,,"Negreiros, José de Almada",Sem título,,,Português,"Caderno com 7 páginas inscritas, maioritariamente dedicadas ao que parecem ser jogos aritméticos, de soma de algarismos.",Geometria,,,Caderno quadriculado com 7 páginas inscritas a esferográfica preta.,"22 x 15,5 cm",,ANSA-C-320,Sem data,,,https://modernismo.pt/index.php/arquivo-almada-negreiros/details/33/5459
Almada Negreiros e Sarah Affonso,https://modernismo.pt//images/NAeSA/ANSA-C-325.JPG,,"Negreiros, José de Almada",Sem título,,Na contracapa do caderno vê-se marca de carimbo: “Secção de Papelaria do Liceu Maria Amália Vaz de Carvalho”.,Português,"Caderno com duas páginas inscritas com esboços variados, figurativos e geometrizados.",Arte,,,Grafite sobre papel liso,20 x 15 cm,,ANSA-C-325,Sem data,,,https://modernismo.pt/index.php/arquivo-almada-negreiros/details/33/5464
Almada Negreiros e Sarah Affonso,https://modernismo.pt//images/NAeSA/ANSA-C-3261.JPG,,"Negreiros, José de Almada",Sem título,,"Na capa lê-se, em caligrafia de Almada: “Sonia Delaunay Terk / rue Saint Simon 16 / Paris”.",Português,"Caderno com pouca informação, dedicado às analogias (~) presentes no painel Começar, às proporções da obra Ecce Homo e ao ângulo de ouro.",Geometria,,,Bloco de papel quadriculado com seis páginas inscritas a materiais riscadores vários.,30 x 21 cm,,ANSA-C-326,Sem data,,,https://modernismo.pt/index.php/arquivo-almada-negreiros/details/33/5465
Almada Negreiros e Sarah Affonso,https://modernismo.pt//images/NAeSA/ANSA-C-378.JPG,,"Negreiros, José de Almada",Sem título,,"Dois dos documentos são inscritos sobre convites: o primeiro do SNI, para «20 anos de pintura espanhola contemporânea» (abril de 1959) e o segundo do MNAA para “sessões de debates de arte e museologia” (março de 1959).",Português,Conjunto heterogéneo (improvável que a sua reunião seja da mão do autor) de documentos dedicados aos estudos geométricos de Almada. Contém um estudo para o painel Começar (seccionado); dois arranjos gráficos dedicados à relação 9/10; três estudos geométricos da divisão da circunferência em partes iguais.,Geometria,,,"Dois convites de cartão, duas folhas de papel quadriculado, uma cartolina castanha e duas reproduções fotográficas juntas com fita cola, todos inscritos com materiais riscadores vários.",Dimensões variáveis (20 x 15 máx.),,ANSA-C-378,Sem data,,,https://modernismo.pt/index.php/arquivo-almada-negreiros/details/33/5517
Almada Negreiros e Sarah Affonso,https://modernismo.pt//images/NAeSA/ANSA-A-1654.JPG,,Almada Negreiros,Sem título (15 painéis na Batalha),15 painéis na Batalha,No verso consta um esboço dedicado à sigla que consta na bota de um personagem dos painéis de S. Vicente.,Português,Esboço de cronologia retrospectiva do estudo de Almada sobre a reconstituição retabular da Batalha,Geometria,Arte,,Grafite sobre papel ,,,ANSA-A-1654,Sem data,,,https://modernismo.pt/index.php/arquivo-almada-negreiros/details/33/4517
Almada Negreiros e Sarah Affonso,https://modernismo.pt//images/NAeSA/ANSA-A-1570.JPG,,Almada Negreiros,Sem título (9.10 número d'oiro),9.10 número d'oiro,"Faz parte de um conjunto de 47 folhas de características formais idênticas e conteúdos encadeados(ANSA-A-1569 a ANSA-A-1616), cuja primeira página parece ser uma capa com o título “9.10 número d’oiro”, das edições Nónio. As primeiras folhas são numeradas até ao número 17 no canto superior direito. Várias folhas têm também numeração romana.O conjunto inclui ainda duas folhas (encontradas entre a página 7 e 8) de formato diferente e com apontamentos vários.",,Esboço para Índice do conjunto de 47 desenhos.Numerado “2”.,Geometria,,,Caneta de tinta preta sobre papel quadriculado à mão. Numeração a esferográfica vermelha.,61 x 43 cm,ANSA-A-1548 a ANSA-A-1568ANSA-A-1569 a ANSA-A-1616,ANSA-A-1570,c. 1960,Lisboa; Batalha,,https://modernismo.pt/index.php/arquivo-almada-negreiros/details/33/3985
Almada Negreiros e Sarah Affonso,https://modernismo.pt//images/NAeSA/ANSA-A-1571.JPG,,Almada Negreiros,Sem título (9.10 número d'oiro),9.10 número d'oiro,"Faz parte de um conjunto de 47 folhas de características formais idênticas e conteúdos encadeados(ANSA-A-1569 a ANSA-A-1616), cuja primeira página parece ser uma capa com o título “9.10 número d’oiro”, das edições Nónio. As primeiras folhas são numeradas até ao número 17 no canto superior direito. Várias folhas têm também numeração romana.O conjunto inclui ainda duas folhas (encontradas entre a página 7 e 8) de formato diferente e com apontamentos vários.",,Esboço para frontispíciodo conjunto de 47 desenhos.Numerado “3”.,Geometria,,,Caneta de tinta preta sobre papel quadriculado a mão. Numeração a esferográfica vermelha.,61 x 43 cm,ANSA-A-1548 a ANSA-A-1568ANSA-A-1569 a ANSA-A-1616,ANSA-A-1571,c. 1960,,,https://modernismo.pt/index.php/arquivo-almada-negreiros/details/33/3986
Almada Negreiros e Sarah Affonso,https://modernismo.pt//images/NAeSA/ANSA-A-1572.JPG,,Almada Negreiros,Sem título (9.10 número d'oiro),9.10 número d'oiro,"Faz parte de um conjunto de 47 folhas de características formais idênticas e conteúdos encadeados (ANSA-A-1569 a ANSA-A-1616), cuja primeira página parece ser uma capa com o título “9.10 número d’oiro”, das edições Nónio. As primeiras folhas são numeradas até ao número 17 no canto superior direito. Várias folhas têm também numeração romana.O conjunto inclui ainda duas folhas (encontradas entre a página 7 e 8) de formato diferente e com apontamentos vários.",,Página em brancodo conjunto de 47 desenhos.Numerada “4”.,Geometria,,,Caneta de tinta preta sobre papel quadriculado a mão. Numeração a esferográfica vermelha.,61 x 43 cm,ANSA-A-1548 a ANSA-A-1568ANSA-A-1569 a ANSA-A-1616,ANSA-A-1572,c. 1960,,,https://modernismo.pt/index.php/arquivo-almada-negreiros/details/33/3987
Almada Negreiros e Sarah Affonso,https://modernismo.pt//images/NAeSA/ANSA-A-1573.JPG,,Almada Negreiros,Sem título (9.10 número d'oiro),9.10 número d'oiro,"Faz parte de um conjunto de 47 folhas de características formais idênticas e conteúdos encadeados (ANSA-A-1569 a ANSA-A-1616), cuja primeira página parece ser uma capa com o título “9.10 número d’oiro”, das edições Nónio. As primeiras folhas são numeradas até ao número 17 no canto superior direito. Várias folhas têm também numeração romana.O conjunto inclui ainda duas folhas (encontradas entre a página 7 e 8) de formato diferente e com apontamentos vários.",,"Página com dedicatória,do conjunto de 47 desenhos.Numerada “5”.",Geometria,,,Caneta de tinta preta sobre papel quadriculado a mão. Numeração a esferográfica vermelha.,61 x 43 cm,ANSA-A-1548 a ANSA-A-1568ANSA-A-1569 a ANSA-A-1616,ANSA-A-1573,c. 1960,,,https://modernismo.pt/index.php/arquivo-almada-negreiros/details/33/3988
Almada Negreiros e Sarah Affonso,https://modernismo.pt//images/NAeSA/ANSA-A-1574.JPG,,Almada Negreiros,Sem título (9.10 número d'oiro),9.10 número d'oiro,"Faz parte de um conjunto de 47 folhas de características formais idênticas e conteúdos encadeados (ANSA-A-1569 a ANSA-A-1616), cuja primeira página parece ser uma capa com o título “9.10 número d’oiro”, das edições Nónio. As primeiras folhas são numeradas até ao número 17 no canto superior direito. Várias folhas têm também numeração romana.O conjunto inclui ainda duas folhas (encontradas entre a página 7 e 8) de formato diferente e com apontamentos vários.",,"Página com epígrafes,do conjunto de 47 desenhos.Numerada “6”.",Geometria,,,Caneta de tinta preta sobre papel quadriculado a mão. Numeração a esferográfica vermelha.,61 x 43 cm,ANSA-A-1548 a ANSA-A-1568ANSA-A-1569 a ANSA-A-1616,ANSA-A-1574,c. 1960,,,https://modernismo.pt/index.php/arquivo-almada-negreiros/details/33/3989
Almada Negreiros e Sarah Affonso,https://modernismo.pt//images/NAeSA/ANSA-A-1578.JPG,,Almada Negreiros,Sem título (9.10 número d'oiro),9.10 número d'oiro,"Faz parte de um conjunto de 47 folhas de características formais idênticas e conteúdos encadeados (ANSA-A-1569 a ANSA-A-1616), cuja primeira página parece ser uma capa com o título “9.10 número d’oiro”, das edições Nónio. As primeiras folhas são numeradas até ao número 17 no canto superior direito. Várias folhas têm também numeração romana.O conjunto inclui ainda duas folhas (encontradas entre a página 7 e 8) de formato diferente e com apontamentos vários.",,Traçados geométricos para construção do Ponto de Bahutte (II). Numerada “10”,Geometria,,,Caneta de tinta preta sobre papel quadriculado à mão. Numeração a esferográfica vermelha.,61 x 43 cm,ANSA-A-1548 a ANSA-A-1568ANSA-A-1569 a ANSA-A-1616,ANSA-A-1578,c. 1960,,,https://modernismo.pt/index.php/arquivo-almada-negreiros/details/33/3993
Almada Negreiros e Sarah Affonso,https://modernismo.pt//images/NAeSA/ANSA-A-1579.JPG,,Almada Negreiros,Sem título (9.10 número d'oiro),9.10 número d'oiro,"Faz parte de um conjunto de 47 folhas de características formais idênticas e conteúdos encadeados (ANSA-A-1569 a ANSA-A-1616), cuja primeira página parece ser uma capa com o título “9.10 número d’oiro”, das edições Nónio. As primeiras folhas são numeradas até ao número 17 no canto superior direito. Várias folhas têm também numeração romana.O conjunto inclui ainda duas folhas (encontradas entre a página 7 e 8) de formato diferente e com apontamentos vários.",,Traçados geométricos para construção do Ponto de Bahutte (desenvolvimento de ANSA-A-1579). Numerada “11”,Geometria,,,Caneta de tinta preta sobre papel quadriculado à mão. Numeração a esferográfica vermelha.,61 x 43 cm,ANSA-A-1548 a ANSA-A-1568ANSA-A-1569 a ANSA-A-1616,ANSA-A-1579,c. 1960,,,https://modernismo.pt/index.php/arquivo-almada-negreiros/details/33/3994
Almada Negreiros e Sarah Affonso,https://modernismo.pt//images/NAeSA/ANSA-A-1580.JPG,,Almada Negreiros,Sem título (9.10 número d'oiro),9.10 número d'oiro,"Faz parte de um conjunto de 47 folhas de características formais idênticas e conteúdos encadeados (ANSA-A-1569 a ANSA-A-1616), cuja primeira página parece ser uma capa com o título “9.10 número d’oiro”, das edições Nónio. As primeiras folhas são numeradas até ao número 17 no canto superior direito. Várias folhas têm também numeração romana.O conjunto inclui ainda duas folhas (encontradas entre a página 7 e 8) de formato diferente e com apontamentos vários.",,Página branca do conjunto de 47 desenhos. Numerada “12”,Geometria,,,Papel quadriculado à mão. Numeração a esferográfica vermelha.,61 x 43 cm,ANSA-A-1548 a ANSA-A-1568ANSA-A-1569 a ANSA-A-1616,ANSA-A-1580,c. 1960,,,https://modernismo.pt/index.php/arquivo-almada-negreiros/details/33/3995
Almada Negreiros e Sarah Affonso,https://modernismo.pt//images/NAeSA/ANSA-A-1581.JPG,,Almada Negreiros,Sem título (9.10 número d'oiro),9.10 número d'oiro,"Faz parte de um conjunto de 47 folhas de características formais idênticas e conteúdos encadeados (ANSA-A-1569 a ANSA-A-1616), cuja primeira página parece ser uma capa com o título “9.10 número d’oiro”, das edições Nónio. As primeiras folhas são numeradas até ao número 17 no canto superior direito. Várias folhas têm também numeração romana.O conjunto inclui ainda duas folhas (encontradas entre a página 7 e 8) de formato diferente e com apontamentos vários.",,Traçados geométricos para divisão da circunferência em 7 partes em função do retângulo de proporções 2 / 3 (III). Numerada “13”,Geometria,,,Caneta de tinta preta sobre papel quadriculado à mão. Numeração a esferográfica vermelha.,61 x 43 cm,ANSA-A-1548 a ANSA-A-1568ANSA-A-1569 a ANSA-A-1616,ANSA-A-1581,c. 1960,,,https://modernismo.pt/index.php/arquivo-almada-negreiros/details/33/3996
